,Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Type,Path
1489,Necropolis,Farfetchd,83,1,1,1,20,24,Stick,0,Uncommon,Land,sprites/farfetchd.png
1490,Polar City,Farfetchd,83,1,1,1,25,31,Stick,0,Uncommon,Land,sprites/farfetchd.png
1491,Route 13,Farfetchd,83,1,1,1,33,35,Stick,0,Uncommon,Land,sprites/farfetchd.png
1492,Route 14,Farfetchd,83,1,1,1,34,36,Stick,0,Uncommon,Land,sprites/farfetchd.png
1493,Route 229,Farfetchd,83,1,1,1,40,45,Stick,0,Uncommon,Land,sprites/farfetchd.png
1494,Route 38,Farfetchd,83,1,1,1,21,23,Stick,0,Uncommon,Land,sprites/farfetchd.png
1495,Route 39,Farfetchd,83,1,1,1,22,24,Stick,0,Uncommon,Land,sprites/farfetchd.png
1496,Route 43,Farfetchd,83,1,1,1,36,40,Stick,0,Uncommon,Land,sprites/farfetchd.png
1497,Route 47,Farfetchd,83,1,1,0,30,34,Lagging Tail,0,Common,Land,sprites/farfetchd.png
1498,Route 48,Farfetchd,83,1,1,1,30,32,Stick,0,Uncommon,Land,sprites/farfetchd.png
1499,Safari Exclusive,Farfetchd,83,1,1,1,26,28,Stick,1,Uncommon,Land,sprites/farfetchd.png
1500,Trainers Valley,Farfetchd,83,1,1,1,30,32,Stick,0,Uncommon,Land,sprites/farfetchd.png
1501,Uncanny Path,Farfetchd,83,1,1,1,21,25,Stick,0,Uncommon,Land,sprites/farfetchd.png
1502,Unholy Sands West,Farfetchd,83,1,1,1,20,24,Stick,0,Uncommon,Land,sprites/farfetchd.png
1503,Unison Mountain East Summit,Farfetchd,83,1,1,1,20,24,Stick,0,Uncommon,Land,sprites/farfetchd.png
1504,Vulcan Cave B2F,Farfetchd,83,1,1,1,28,32,Stick,0,Uncommon,Land,sprites/farfetchd.png
1505,Vulcan Path,Farfetchd,83,1,1,1,36,40,Stick,0,Uncommon,Land,sprites/farfetchd.png
1506,Vulcan Plaza,Farfetchd,83,1,1,1,26,30,Stick,0,Uncommon,Land,sprites/farfetchd.png
1507,Whoville Shore,Farfetchd,83,1,1,1,15,19,Stick,0,Uncommon,Land,sprites/farfetchd.png
1508,Whoville Woods,Farfetchd,83,1,1,1,15,20,Stick,0,Uncommon,Land,sprites/farfetchd.png
1509,Angel Hill,Gothita,574,1,1,1,20,24,Persim Berry,0,Rare,Land,sprites/gothita.png
1510,Eindoak Town,Gothita,574,1,1,1,25,31,,0,Rare,Land,sprites/gothita.png
1511,Necropolis,Gothita,574,1,1,1,20,24,Persim Berry,0,Rare,Land,sprites/gothita.png
1512,Route 37,Gothita,574,1,1,1,21,25,,1,Rare,Land,sprites/gothita.png
1513,Sleeping Path,Gothita,574,1,1,1,42,45,Persim Berry,0,Rare,Land,sprites/gothita.png
1514,Angel Hill,Growlithe,58,1,1,1,20,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1515,Bittersweet Cave 3F,Growlithe,58,1,1,1,18,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1516,Cave Of Justice,Growlithe,58,1,1,1,26,30,,0,Uncommon,Land,sprites/growlithe.png
1517,Cinnabar Mansion 1,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common,Land,sprites/growlithe.png
1518,Cinnabar Mansion 2,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common,Land,sprites/growlithe.png
1519,Cinnabar Mansion 3,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common,Land,sprites/growlithe.png
1520,Cinnabar Mansion B1F,Growlithe,58,1,1,1,42,42,Rawst Berry,0,Common,Land,sprites/growlithe.png
1521,Eriyadu Sulfur Pools,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1522,Evergreen Island Valley Path,Growlithe,58,1,1,1,17,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1523,Galeras Island West,Growlithe,58,1,1,1,27,33,,0,Uncommon,Land,sprites/growlithe.png
1524,Mt. Pyre Exterior,Growlithe,58,1,1,1,24,29,Fire Stone,1,Uncommon,Land,sprites/growlithe.png
1525,Mt. Pyre Summit,Growlithe,58,1,1,1,21,26,,1,Uncommon,Land,sprites/growlithe.png
1526,Mt. Summer Exterior 2,Growlithe,58,1,1,1,36,40,Rawst Berry,0,Common,Land,sprites/growlithe.png
1527,North Pole Harbour,Growlithe,58,1,1,1,18,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1528,Route 202,Growlithe,58,1,1,1,3,6,,0,Uncommon,Land,sprites/growlithe.png
1529,Route 35,Growlithe,58,1,1,1,14,18,Rawst Berry,0,Common,Land,sprites/growlithe.png
1530,Route 36,Growlithe,58,0,0,1,21,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1531,Route 37,Growlithe,58,1,1,1,16,20,Rawst Berry,0,Uncommon,Land,sprites/growlithe.png
1532,Route 48,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1533,Route 7,Growlithe,58,1,1,1,16,20,Rawst Berry,0,Uncommon,Land,sprites/growlithe.png
1534,Route 8,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1535,Safari Johto Mountain Zone,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1536,Snowfall Valley,Growlithe,58,1,1,1,14,17,Rawst Berry,0,Common,Land,sprites/growlithe.png
1537,Sweetsland,Growlithe,58,1,1,1,20,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1538,Uncanny Path,Growlithe,58,1,1,1,18,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1539,Unison Mountain East Summit,Growlithe,58,1,1,1,18,22,Rawst Berry,0,Common,Land,sprites/growlithe.png
1540,Vulcan Cavern,Growlithe,58,1,1,1,34,38,Rawst Berry,0,Common,Land,sprites/growlithe.png
1541,Vulcan Fair,Growlithe,58,1,1,1,34,38,Rawst Berry,0,Common,Land,sprites/growlithe.png
1542,Vulcan Lava Pit,Growlithe,58,1,1,1,35,39,Rawst Berry,0,Common,Land,sprites/growlithe.png
1543,Whoville Shore,Growlithe,58,1,1,1,15,19,Rawst Berry,0,Common,Land,sprites/growlithe.png
1544,Angel Hill,Ralts,280,1,1,1,20,24,Dawn Stone,0,Rare,Land,sprites/ralts.png
1545,Eumi Island Temple Entrance,Ralts,280,1,1,1,25,30,,0,Rare,Land,sprites/ralts.png
1546,Hoenn Safari Zone Area 5,Ralts,280,1,1,1,28,32,Dawn Stone,0,Rare,Land,sprites/ralts.png
1547,Kalijodo Path,Ralts,280,1,1,1,36,40,Dawn Stone,0,Rare,Land,sprites/ralts.png
1548,Love Island,Ralts,280,1,1,0,13,17,TwistedSpoon,0,Rare,Land,sprites/ralts.png
1549,Necropolis,Ralts,280,1,1,1,25,29,Dawn Stone,0,Rare,Land,sprites/ralts.png
1550,Pinkan Island Meadow,Ralts,280,0,0,1,60,65,,0,Rare,Land,sprites/ralts.png
1551,Route 102,Ralts,280,1,1,1,5,7,TwistedSpoon,0,Rare,Land,sprites/ralts.png
1552,Route 209,Ralts,280,1,1,1,17,21,,0,Rare,Land,sprites/ralts.png
1553,Route 212 North,Ralts,280,1,1,0,22,26,Dawn Stone,0,Rare,Land,sprites/ralts.png
1554,Unholy Sands Pyramid East Chamber,Ralts,280,1,1,1,20,24,Dawn Stone,0,Rare,Land,sprites/ralts.png
1555,Whitmore Residence Backyard,Ralts,280,1,1,1,30,35,Dawn Stone,0,Rare,Land,sprites/ralts.png
1556,Whoville,Ralts,280,1,1,1,25,31,Dawn Stone,0,Rare,Land,sprites/ralts.png
1557,Angel Hill,Spinarak,167,1,1,1,20,24,Tamato Berry,0,Common,Land,sprites/spinarak.png
1558,Bell Tower,Spinarak,167,1,0,1,14,17,,0,Common,Land,sprites/spinarak.png
1559,Bug Catching Area,Spinarak,167,0,0,1,15,19,,0,Common,Land,sprites/spinarak.png
1560,Bug Catching Multiplayer Area,Spinarak,167,0,0,1,15,19,,0,Common,Land,sprites/spinarak.png
1561,Ghoul Swamp,Spinarak,167,1,1,1,20,24,Tamato Berry,0,Common,Land,sprites/spinarak.png
1562,National Park,Spinarak,167,0,0,1,16,19,Tamato Berry,0,Common,Land,sprites/spinarak.png
1563,Pattern Bush,Spinarak,167,1,0,1,10,15,,0,Common,Land,sprites/spinarak.png
1564,Pokemon Tower 2F,Spinarak,167,1,0,1,30,32,,0,Common,Land,sprites/spinarak.png
1565,Pokemon Tower 3F,Spinarak,167,1,0,1,30,32,,0,Common,Land,sprites/spinarak.png
1566,Pokemon Tower 4F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common,Land,sprites/spinarak.png
1567,Pokemon Tower 5F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common,Land,sprites/spinarak.png
1568,Pokemon Tower 6F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common,Land,sprites/spinarak.png
1569,Pokemon Tower 7F,Spinarak,167,1,0,1,30,32,Tamato Berry,0,Common,Land,sprites/spinarak.png
1570,Route 1,Spinarak,167,1,0,1,2,3,,0,Common,Land,sprites/spinarak.png
1571,Route 2,Spinarak,167,1,0,1,5,7,,0,Common,Land,sprites/spinarak.png
1572,Route 29,Spinarak,167,1,0,1,2,4,,0,Common,Land,sprites/spinarak.png
1573,Route 30,Spinarak,167,1,0,1,4,6,Tamato Berry,0,Common,Land,sprites/spinarak.png
1574,Route 34,Spinarak,167,1,0,1,11,15,,0,Common,Land,sprites/spinarak.png
1575,Route 37,Spinarak,167,1,0,1,16,20,,0,Common,Land,sprites/spinarak.png
1576,Sky Pillar 1F,Spinarak,167,1,1,1,48,51,,0,Common,Land,sprites/spinarak.png
1577,Sky Pillar 3F,Spinarak,167,1,1,1,48,51,,0,Common,Land,sprites/spinarak.png
1578,Sky Pillar 5F,Spinarak,167,1,1,1,48,51,,0,Common,Land,sprites/spinarak.png
1579,Unison Mountain East Summit,Spinarak,167,1,1,1,20,24,Tamato Berry,0,Common,Land,sprites/spinarak.png
1580,Angel Hill,Togepi,175,1,1,1,20,24,Shiny Stone,0,Rare,Land,sprites/togepi.png
1581,Breezy Path,Togepi,175,1,1,1,21,21,,0,Rare,Land,sprites/togepi.png
1582,Love Island,Togepi,175,0,0,1,18,21,Shiny Stone,0,Rare,Land,sprites/togepi.png
1583,Route 117,Togepi,175,1,1,1,13,16,,0,Rare,Land,sprites/togepi.png
1584,Route 210,Togepi,175,1,1,1,22,26,,0,Rare,Land,sprites/togepi.png
1585,Route 230,Togepi,175,1,1,1,3,4,Shiny Stone,0,Rare,Land,sprites/togepi.png
1586,Route 34,Togepi,175,1,1,1,11,15,Shiny Stone,1,Rare,Land,sprites/togepi.png
1587,Route 5,Togepi,175,1,1,0,18,23,Shiny Stone,1,Rare,Land,sprites/togepi.png
1588,Safari Johto Wet Zone,Togepi,175,1,1,1,22,26,Shiny Stone,0,Rare,Land,sprites/togepi.png
1589,Suzuka Path,Togepi,175,1,1,1,2,4,,0,Rare,Land,sprites/togepi.png
1590,Aphrodia Island East,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common,Land,sprites/clefairy.png
1591,Aphrodia Island West,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common,Land,sprites/clefairy.png
1592,Breezy Garden,Clefairy,35,1,1,1,21,25,,0,Common,Land,sprites/clefairy.png
1593,Diamond Empire West Wing,Clefairy,35,1,1,1,22,30,,0,Common,Land,sprites/clefairy.png
1594,Dragon Neck,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common,Land,sprites/clefairy.png
1595,Dragons Den,Clefairy,35,1,1,1,50,54,Moon Stone,0,Common,Land,sprites/clefairy.png
1596,Dragons Neck,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common,Land,sprites/clefairy.png
1597,Dragonspiral Tower 4F,Clefairy,35,1,1,1,25,31,,0,Common,Land,sprites/clefairy.png
1598,Eindoak Town,Clefairy,35,1,1,1,25,31,,0,Common,Land,sprites/clefairy.png
1599,Evergreen Island Crystal Cave,Clefairy,35,1,1,1,23,27,Moon Stone,0,Common,Land,sprites/clefairy.png
1600,Guild Island Cave,Clefairy,35,1,1,1,42,50,,0,Common,Land,sprites/clefairy.png
1601,Meteor Falls 1F 1R,Clefairy,35,1,1,1,19,25,Moon Stone,0,Common,Land,sprites/clefairy.png
1602,Meteor Falls 1F 2R,Clefairy,35,1,1,1,14,20,,0,Common,Land,sprites/clefairy.png
1603,Meteor Falls B1F 1R,Clefairy,35,1,1,1,14,20,,0,Common,Land,sprites/clefairy.png
1604,Meteor Falls B1F 2R,Clefairy,35,1,1,1,14,20,,0,Common,Land,sprites/clefairy.png
1605,Mirage Island Cave,Clefairy,35,0,1,0,65,70,Moon Stone,0,Common,Land,sprites/clefairy.png
1606,Moon,Clefairy,35,1,1,1,25,30,Moon Stone,0,Common,Land,sprites/clefairy.png
1607,Moon 1F,Clefairy,35,1,1,1,25,30,Moon Stone,0,Common,Land,sprites/clefairy.png
1608,Mt. Coronet B1F,Clefairy,35,1,1,1,33,38,,0,Common,Land,sprites/clefairy.png
1609,Mt. Coronet South,Clefairy,35,1,1,1,17,21,,0,Common,Land,sprites/clefairy.png
1610,Mt. Coronet Summit,Clefairy,35,1,1,1,40,43,,0,Common,Land,sprites/clefairy.png
1611,Mt. Coronet Tunnel,Clefairy,35,1,1,1,39,43,,0,Common,Land,sprites/clefairy.png
1612,Mt. Moon 1F,Clefairy,35,1,0,1,14,16,Moon Stone,0,Common,Land,sprites/clefairy.png
1613,Mt. Moon B1F,Clefairy,35,1,0,1,14,16,Moon Stone,0,Common,Land,sprites/clefairy.png
1614,Mt. Moon B2F,Clefairy,35,1,0,1,14,16,Moon Stone,0,Common,Land,sprites/clefairy.png
1615,Nap Shore,Clefairy,35,1,1,0,42,45,Moon Stone,0,Common,Land,sprites/clefairy.png
1616,Route 115,Clefairy,35,1,1,1,22,26,Moon Stone,1,Common,Land,sprites/clefairy.png
1617,Secret Nap Area,Clefairy,35,1,1,0,45,50,Moon Stone,0,Common,Land,sprites/clefairy.png
1618,Stevens Cave,Clefairy,35,1,1,1,14,20,,0,Common,Land,sprites/clefairy.png
1619,Suzuka Clearing,Clefairy,35,1,1,1,21,25,,0,Common,Land,sprites/clefairy.png
1620,Suzuka Path,Clefairy,35,1,1,1,21,25,,0,Common,Land,sprites/clefairy.png
1621,Whitmore Residence Backyard,Clefairy,35,1,1,1,30,35,Moon Stone,0,Common,Land,sprites/clefairy.png
1622,Aphrodia Island East,Minun,312,1,1,1,30,35,,0,Uncommon,Land,sprites/minun.png
1623,Eumi Island Theme Park 1,Minun,312,1,1,1,25,30,,0,Uncommon,Land,sprites/minun.png
1624,National Park,Minun,312,1,1,1,16,19,,0,Uncommon,Land,sprites/minun.png
1625,Pinkan Island Meadow,Minun,312,1,1,1,60,65,,0,Uncommon,Land,sprites/minun.png
1626,Route 110,Minun,312,1,1,1,6,12,,0,Rare,Land,sprites/minun.png
1627,Route 15,Minun,312,1,1,1,36,38,,1,Uncommon,Land,sprites/minun.png
1628,Route 29,Minun,312,1,1,1,5,7,,0,Rare,Land,sprites/minun.png
1629,Sweetsland,Minun,312,1,1,1,20,24,,0,Uncommon,Land,sprites/minun.png
1630,Uncanny Path,Minun,312,1,1,1,21,25,,0,Uncommon,Land,sprites/minun.png
1631,Whitmore Residence Backyard,Minun,312,1,1,1,30,35,,0,Uncommon,Land,sprites/minun.png
1632,Aphrodia Island East,Nidoran M,32,1,1,1,30,35,,0,Common,Land,sprites/nidoran-m.png
1633,Mirage Island Cave,Nidoran M,32,0,0,1,65,70,Moon Stone,0,Common,Land,sprites/nidoran-m.png
1634,Nido Isle,Nidoran M,32,0,0,1,30,35,,0,Common,Land,sprites/nidoran-m.png
1635,Pinkan Island Meadow,Nidoran M,32,0,1,0,38,43,,0,Common,Land,sprites/nidoran-m.png
1636,Polar City,Nidoran M,32,1,1,1,25,31,,0,Common,Land,sprites/nidoran-m.png
1637,Route 10,Nidoran M,32,1,0,1,22,25,,0,Common,Land,sprites/nidoran-m.png
1638,Route 120,Nidoran M,32,0,1,0,35,40,,0,Common,Land,sprites/nidoran-m.png
1639,Route 201,Nidoran M,32,1,1,1,2,4,,0,Common,Land,sprites/nidoran-m.png
1640,Route 22,Nidoran M,32,0,1,0,3,5,,0,Common,Land,sprites/nidoran-m.png
1641,Route 3,Nidoran M,32,0,0,1,12,14,,0,Common,Land,sprites/nidoran-m.png
1642,Route 35,Nidoran M,32,0,0,1,14,18,Moon Stone,0,Common,Land,sprites/nidoran-m.png
1643,Route 9,Nidoran M,32,1,0,0,22,25,,0,Common,Land,sprites/nidoran-m.png
1644,Safari Area 2,Nidoran M,32,1,1,1,34,38,,0,Common,Land,sprites/nidoran-m.png
1645,Sinnoh Safari Area Zone 4,Nidoran M,32,1,0,1,24,28,,0,Common,Land,sprites/nidoran-m.png
1646,Aphrodia Island East,Sawk,539,1,1,1,30,35,Black Belt,0,Rare,Land,sprites/sawk.png
1647,Bittersweet Cave 3F,Sawk,539,1,1,1,20,24,Black Belt,0,Rare,Land,sprites/sawk.png
1648,Eumi Island Town,Sawk,539,1,1,1,25,30,,0,Rare,Land,sprites/sawk.png
1649,Mt. Mortar Lower Cave,Sawk,539,1,1,1,33,37,Black Belt,0,Rare,Land,sprites/sawk.png
1650,Route 112,Sawk,539,1,1,1,19,23,Black Belt,1,Rare,Land,sprites/sawk.png
1651,Aphrodia Island East,Swablu,333,1,1,1,17,22,,0,Rare,Land,sprites/swablu.png
1652,Dragons Den,Swablu,333,1,1,1,50,54,,1,Rare,Land,sprites/swablu.png
1653,Eumi Island Theme Park 2,Swablu,333,1,1,1,25,30,,0,Rare,Land,sprites/swablu.png
1654,Flake Wood,Swablu,333,1,1,1,21,22,,0,Rare,Land,sprites/swablu.png
1655,Leev Town,Swablu,333,1,1,1,20,22,,1,Rare,Land,sprites/swablu.png
1656,Nap Shore,Swablu,333,1,1,1,41,41,,0,Rare,Land,sprites/swablu.png
1657,North Pole Harbour,Swablu,333,1,1,1,15,20,,0,Rare,Land,sprites/swablu.png
1658,Pola Tai Lagoon,Swablu,333,1,1,1,35,39,,0,Rare,Land,sprites/swablu.png
1659,Route 114,Swablu,333,1,1,0,20,22,Dragon Fang,0,Rare,Land,sprites/swablu.png
1660,Route 115,Swablu,333,1,1,1,42,42,Dragon Fang,0,Rare,Land,sprites/swablu.png
1661,Route 210 North,Swablu,333,0,1,0,20,22,,0,Rare,Land,sprites/swablu.png
1662,Route 211,Swablu,333,0,1,0,13,17,,1,Rare,Land,sprites/swablu.png
1663,Battle Tower,Swablu,333,1,1,1,38,41,,0,Rare,Surf/Fish,sprites/swablu.png
1664,Cape Of Palpatoo,Swablu,333,1,1,1,35,39,,0,Rare,Surf/Fish,sprites/swablu.png
1665,Hoenn Safari Zone Area 3,Swablu,333,1,1,1,16,20,,0,Rare,Surf/Fish,sprites/swablu.png
1666,Mountain Area Dungeon,Swablu,333,1,1,1,16,22,,0,Rare,Surf/Fish,sprites/swablu.png
1667,Route 225,Swablu,333,1,1,1,38,41,,0,Rare,Surf/Fish,sprites/swablu.png
1668,Snowfall Valley,Swablu,333,1,1,1,18,22,,0,Rare,Surf/Fish,sprites/swablu.png
1669,Aphrodia Island West,Budew,406,1,1,1,30,35,Poison Barb,0,Uncommon,Land,sprites/budew.png
1670,Guild Island Forest,Budew,406,1,1,1,42,50,,0,Common,Land,sprites/budew.png
1671,Ilex Forest,Budew,406,1,1,1,10,14,Poison Barb,0,Uncommon,Land,sprites/budew.png
1672,Isolated Forest,Budew,406,1,1,1,30,32,Poison Barb,0,Uncommon,Land,sprites/budew.png
1673,Medusas Cloud,Budew,406,1,1,1,30,35,Poison Barb,0,Uncommon,Land,sprites/budew.png
1674,Mirage Island Summit,Budew,406,1,0,1,65,70,Shuca Berry,0,Uncommon,Land,sprites/budew.png
1675,National Park,Budew,406,1,1,1,16,19,Poison Barb,0,Uncommon,Land,sprites/budew.png
1676,Route 204,Budew,406,1,1,0,5,9,,0,Uncommon,Land,sprites/budew.png
1677,Route 205,Budew,406,1,1,0,11,14,Hondew Berry,0,Uncommon,Land,sprites/budew.png
1678,Route 212 North,Budew,406,1,1,1,22,26,Poison Barb,0,Uncommon,Land,sprites/budew.png
1679,Safari Entrance,Budew,406,1,1,0,34,38,Poison Barb,0,Uncommon,Land,sprites/budew.png
1680,Sinnoh Safari Area Zone 5,Budew,406,1,1,1,24,28,Poison Barb,0,Uncommon,Land,sprites/budew.png
1681,Suzuka Path,Budew,406,1,1,1,21,25,,0,Uncommon,Land,sprites/budew.png
1682,Viridian Forest,Budew,406,1,1,0,8,10,Poison Barb,0,Uncommon,Land,sprites/budew.png
1683,Vulcan Forest,Budew,406,1,1,1,34,38,Poison Barb,0,Uncommon,Land,sprites/budew.png
1684,Whitmore Residence Frontyard,Budew,406,1,1,1,30,35,Poison Barb,0,Uncommon,Land,sprites/budew.png
1685,Aphrodia Island West,Mawile,303,1,1,1,30,35,Iron Ball,0,Rare,Land,sprites/mawile.png
1686,Diamond Domain 1F,Mawile,303,1,1,1,21,25,,1,Rare,Land,sprites/mawile.png
1687,Evergreen Island Frozen Path,Mawile,303,1,1,1,22,25,Iron Ball,0,Rare,Land,sprites/mawile.png
1688,Granite Cave B2F,Mawile,303,0,1,0,12,14,,0,Rare,Land,sprites/mawile.png
1689,Iron Island B2F L,Mawile,303,1,1,1,32,36,,1,Rare,Land,sprites/mawile.png
1690,Sky Pillar 3F,Mawile,303,0,0,1,48,51,,0,Rare,Land,sprites/mawile.png
1691,Unholy Sands,Mawile,303,1,1,1,25,28,Iron Ball,0,Rare,Land,sprites/mawile.png
1692,Unison Mountain 1F,Mawile,303,1,1,1,20,24,Iron Ball,0,Rare,Land,sprites/mawile.png
1693,Valley Of Steel Eastern Peak,Mawile,303,1,1,0,33,34,,0,Rare,Land,sprites/mawile.png
1694,Victory Road Hoenn B1F,Mawile,303,1,1,1,50,54,,1,Rare,Land,sprites/mawile.png
1695,Vulcan Cave B1F,Mawile,303,1,0,1,36,40,Iron Ball,0,Rare,Land,sprites/mawile.png
1696,Aphrodia Island West,Nidoran F,29,1,1,1,30,35,,0,Common,Land,sprites/nidoran-f.png
1697,Nido Isle,Nidoran F,29,1,0,0,30,35,,0,Common,Land,sprites/nidoran-f.png
1698,Pinkan Island Meadow,Nidoran F,29,0,1,0,60,65,,0,Common,Land,sprites/nidoran-f.png
1699,Polar Path,Nidoran F,29,1,1,1,25,31,,0,Common,Land,sprites/nidoran-f.png
1700,Route 10,Nidoran F,29,0,1,0,22,25,,0,Common,Land,sprites/nidoran-f.png
1701,Route 120,Nidoran F,29,0,0,1,35,40,,0,Common,Land,sprites/nidoran-f.png
1702,Route 201,Nidoran F,29,1,1,1,2,4,,0,Common,Land,sprites/nidoran-f.png
1703,Route 22,Nidoran F,29,1,0,0,3,5,,0,Common,Land,sprites/nidoran-f.png
1704,Route 3,Nidoran F,29,1,1,0,12,14,,0,Common,Land,sprites/nidoran-f.png
1705,Route 35,Nidoran F,29,1,1,0,14,18,Moon Stone,0,Common,Land,sprites/nidoran-f.png
1706,Route 9,Nidoran F,29,0,1,0,22,25,,0,Common,Land,sprites/nidoran-f.png
1707,Safari Area 2,Nidoran F,29,1,1,1,34,38,,0,Common,Land,sprites/nidoran-f.png
1708,Sinnoh Safari Area Zone 4,Nidoran F,29,0,1,0,24,28,,0,Common,Land,sprites/nidoran-f.png
1709,Aphrodia Island West,Plusle,311,1,1,1,30,35,,0,Uncommon,Land,sprites/plusle.png
1710,Eumi Island Theme Park 3,Plusle,311,1,1,1,25,30,,0,Uncommon,Land,sprites/plusle.png
1711,Hoenn Safari Zone Area 2,Plusle,311,1,1,1,28,32,,0,Uncommon,Land,sprites/plusle.png
1712,Hoenn Safari Zone Area 5,Plusle,311,1,1,1,28,32,,0,Uncommon,Land,sprites/plusle.png
1713,National Park,Plusle,311,1,1,1,16,19,,0,Uncommon,Land,sprites/plusle.png
1714,Pinkan Island Meadow,Plusle,311,1,1,1,60,65,,0,Uncommon,Land,sprites/plusle.png
1715,Route 110,Plusle,311,1,1,1,12,15,,0,Rare,Land,sprites/plusle.png
1716,Route 14,Plusle,311,1,1,1,34,36,,1,Uncommon,Land,sprites/plusle.png
1717,Route 29,Plusle,311,1,0,0,5,7,,0,Rare,Land,sprites/plusle.png
1718,Sweetsland,Plusle,311,1,1,1,20,24,,0,Uncommon,Land,sprites/plusle.png
1719,Uncanny Path,Plusle,311,1,1,1,21,25,,0,Uncommon,Land,sprites/plusle.png
1720,Whitmore Residence Backyard,Plusle,311,1,1,1,30,35,,0,Uncommon,Land,sprites/plusle.png
1721,Aphrodia Island West,Throh,538,1,1,1,30,35,Black Belt,0,Rare,Land,sprites/throh.png
1722,Bittersweet Cave 3F,Throh,538,1,1,1,20,24,Black Belt,0,Rare,Land,sprites/throh.png
1723,Eumi Island Temple Entrance,Throh,538,1,1,1,25,30,,0,Rare,Land,sprites/throh.png
1724,Mt. Mortar Northern Entrance,Throh,538,1,1,1,33,37,Black Belt,0,Rare,Land,sprites/throh.png
1725,Route 112,Throh,538,1,1,1,19,23,Black Belt,1,Rare,Land,sprites/throh.png
1726,Bell Tower,Ariados,168,1,0,1,14,17,SilverPowder,0,Uncommon,Land,sprites/ariados.png
1727,Ghoul Swamp,Ariados,168,1,1,1,20,24,,0,Common,Land,sprites/ariados.png
1728,Route 37,Ariados,168,1,0,1,16,20,SilverPowder,0,Uncommon,Land,sprites/ariados.png
1729,Sinnoh Safari Area Zone 1,Ariados,168,1,1,1,24,28,,0,Common,Land,sprites/ariados.png
1730,Sky Pillar 1F,Ariados,168,1,1,1,48,51,,0,Uncommon,Land,sprites/ariados.png
1731,Sky Pillar 3F,Ariados,168,1,1,1,48,51,,0,Uncommon,Land,sprites/ariados.png
1732,Sky Pillar 5F,Ariados,168,1,1,1,48,51,,0,Uncommon,Land,sprites/ariados.png
1733,Bell Tower,Haunter,93,1,1,1,14,17,Spell Tag,0,Uncommon,Land,sprites/haunter.png
1734,Bittersweet Cave 2F,Haunter,93,1,1,1,10,11,Spell Tag,0,Common,Land,sprites/haunter.png
1735,Dragonspiral Tower Exterior,Haunter,93,1,1,1,21,25,,0,Common,Land,sprites/haunter.png
1736,Lavender Town Graveyard,Haunter,93,1,1,1,28,28,Spell Tag,0,Common,Land,sprites/haunter.png
1737,Lost Cave 1F1,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1738,Lost Cave 1F10,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1739,Lost Cave 1F11,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1740,Lost Cave 1F12,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1741,Lost Cave 1F13,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1742,Lost Cave 1F14,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1743,Lost Cave 1F2,Haunter,93,1,1,1,30,48,,0,Rare,Land,sprites/haunter.png
1744,Lost Cave 1F3,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1745,Lost Cave 1F4,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1746,Lost Cave 1F5,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1747,Lost Cave 1F6,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
1748,Lost Cave 1F7,Haunter,93,1,1,1,30,48,,0,Uncommon,Land,sprites/haunter.png
