,Map,Pokemon,DexID,MinLvl,MaxLvl,Item,Member,Tier,Type,Path,Time,Level,base_map,Map_x,Region,MaxMinLvl,IsHighestMin,HighestMinCount,IsRepellable,Repel,Tier Count
2334,Old Chateau Dining Room,Spiritomb,442,16,20,,,Rare,Land,sprites/spiritomb.png,M/D/Ni,16-20,Old Chateau Dining Room,Old Chateau Dining Room,,16,True,2,True,16-20,3
2335,Oreburgh Gate 1F,Ducklett,580,5,9,,,Uncommon,Land,sprites/ducklett.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,5,False,,3
2336,Oreburgh Gate 1F,Hariyama,297,5,9,,,Uncommon,Land,sprites/hariyama.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,5,False,,3
2337,Oreburgh Gate 1F,Hoothoot,163,5,9,,,Common,Land,sprites/hoothoot.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,5,False,,2
2338,Oreburgh Gate 1F,Makuhita,296,5,9,,,Uncommon,Land,sprites/makuhita.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,5,False,,3
2339,Oreburgh Gate 1F,Noctowl,164,5,9,,,Common,Land,sprites/noctowl.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,5,False,,2
2340,Oreburgh Gate B1F,Geodude,74,5,9,,,Common,Land,sprites/geodude.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,3,False,,3
2341,Oreburgh Gate B1F,Psyduck,54,5,9,,,Common,Land,sprites/psyduck.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,3,False,,3
2342,Oreburgh Gate B1F,Zubat,41,5,9,,,Common,Land,sprites/zubat.png,M/D/Ni,5-9,Oreburgh Gate,,,5,True,3,False,,3
2343,Oreburgh Mine B1F,Aron,304,6,10,,Required,Rare,Land,sprites/aron.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,4,False,,1
2344,Oreburgh Mine B1F,Geodude,74,6,10,,,Common,Land,sprites/geodude.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,4,False,,2
2345,Oreburgh Mine B1F,Onix,95,6,10,,,Uncommon,Land,sprites/onix.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,4,False,,1
2346,Oreburgh Mine B1F,Zubat,41,6,10,,,Common,Land,sprites/zubat.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,4,False,,2
2347,Oreburgh Mine B2F 1R,Geodude,74,6,10,,,Common,Land,sprites/geodude.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,3,False,,2
2348,Oreburgh Mine B2F 1R,Onix,95,6,10,,,Uncommon,Land,sprites/onix.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,3,False,,1
2349,Oreburgh Mine B2F 1R,Zubat,41,6,10,,,Common,Land,sprites/zubat.png,M/D/Ni,6-10,Oreburgh Mine,,,6,True,3,False,,2
2350,Pal Park,Cherubi,420,20,25,,,Common,Land,sprites/cherubi.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,2
2351,Pal Park,Croagunk,453,26,33,,Required,Rare,Land,sprites/croagunk.png,M/D/Ni,26-33,Pal Park,Pal Park,Sinnoh,26,True,1,True,26-33,3
2352,Pal Park,Cubone,104,20,25,,,Uncommon,Land,sprites/cubone.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,3
2353,Pal Park,Drifloon,425,20,25,Air Balloon,,Rare,Land,sprites/drifloon.png,Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,3
2354,Pal Park,Riolu,447,20,25,,,Rare,Land,sprites/riolu.png,M,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,3
2355,Pal Park,Skitty,300,20,25,,,Uncommon,Land,sprites/skitty.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,3
2356,Pal Park,Slakoth,287,20,21,,,Uncommon,Land,sprites/slakoth.png,M/D/Ni,20-21,Pal Park,Pal Park,Sinnoh,26,False,7,False,,3
2357,Pal Park,Starly,396,20,25,,,Common,Land,sprites/starly.png,M/D/Ni,20-25,Pal Park,Pal Park,Sinnoh,26,False,7,False,,2
2358,Palpatoo Beak,Abra,63,35,39,,,Uncommon,Land,sprites/abra.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,1
2359,Palpatoo Beak,Mareep,179,35,39,,,Common,Land,sprites/mareep.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,4
2360,Palpatoo Beak,Oddish,43,35,39,,,Common,Land,sprites/oddish.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,4
2361,Palpatoo Beak,Palpitoad,536,35,39,,,Rare,Land,sprites/palpitoad.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,2
2362,Palpatoo Beak,Paras,46,35,39,,,Common,Land,sprites/paras.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,4
2363,Palpatoo Beak,Psyduck,54,35,39,,,Common,Land,sprites/psyduck.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,4
2364,Palpatoo Beak,Venipede,543,35,39,,,Rare,Land,sprites/venipede.png,M/D/Ni,35-39,Palpatoo Beak,Palpatoo Beak,,35,True,7,False,,2
2365,Pattern Bush,Caterpie,10,10,15,,,Common,Land,sprites/caterpie.png,D,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2366,Pattern Bush,Heracross,214,21,25,,,Rare,Land,sprites/heracross.png,M/D/Ni,21-25,Pattern Bush,Pattern Bush,Kanto,21,True,1,True,21-25,2
2367,Pattern Bush,Kakuna,14,10,15,,,Common,Land,sprites/kakuna.png,M/D,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2368,Pattern Bush,Ledyba,165,10,15,,,Common,Land,sprites/ledyba.png,M,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2369,Pattern Bush,Metapod,11,10,15,,,Common,Land,sprites/metapod.png,M/D,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2370,Pattern Bush,Pumpkaboo,710,20,20,,Required,Rare,Land,sprites/pumpkaboo-average.png,Ni,20-20,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,2
2371,Pattern Bush,Spinarak,167,10,15,,,Common,Land,sprites/spinarak.png,M/Ni,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2372,Pattern Bush,Weedle,13,10,15,,,Common,Land,sprites/weedle.png,Ni,10-15,Pattern Bush,Pattern Bush,Kanto,21,False,7,False,,6
2373,Petalburg Woods,Cascoon,268,5,7,,,Common,Land,sprites/cascoon.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,5
2374,Petalburg Woods,Cottonee,546,10,13,,,Rare,Land,sprites/cottonee.png,M/D/Ni,10-13,Petalburg Woods,Petalburg Woods,Hoenn,10,True,1,True,10-13,2
2375,Petalburg Woods,Pidgey,16,5,7,,,Common,Land,sprites/pidgey.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,5
2376,Petalburg Woods,Shroomish,285,5,7,Big Mushroom,,Uncommon,Land,sprites/shroomish.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,2
2377,Petalburg Woods,Silcoon,266,5,7,,,Common,Land,sprites/silcoon.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,5
2378,Petalburg Woods,Slakoth,287,5,7,,,Uncommon,Land,sprites/slakoth.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,2
2379,Petalburg Woods,Taillow,276,5,7,Sitrus Berry,,Common,Land,sprites/taillow.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,5
2380,Petalburg Woods,Treecko,252,5,7,,Required,Rare,Land,sprites/treecko.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,2
2381,Petalburg Woods,Wurmple,265,5,7,,,Common,Land,sprites/wurmple.png,M/D/Ni,5-7,Petalburg Woods,Petalburg Woods,Hoenn,10,False,8,False,,5
2382,Pinkan Island Cave,Abra,63,40,45,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,40-45,Pinkan Island Cave,Pinkan Island Cave,,40,True,5,False,,3
2383,Pinkan Island Cave,Diglett,50,40,45,Soft Sand,,Common,Land,sprites/diglett.png,M/D/Ni,40-45,Pinkan Island Cave,Pinkan Island Cave,,40,True,5,False,,3
2384,Pinkan Island Cave,Dugtrio,51,40,45,Soft Sand,,Common,Land,sprites/dugtrio.png,M/D/Ni,40-45,Pinkan Island Cave,Pinkan Island Cave,,40,True,5,False,,3
2385,Pinkan Island Cave,Gastly,92,34,39,,,Common,Land,sprites/gastly.png,M/D/Ni,34-39,Pinkan Island Cave,Pinkan Island Cave,,40,False,3,False,,3
2386,Pinkan Island Cave,Hippopotas,449,13,18,Smooth Rock,,Rare,Land,sprites/hippopotas.png,M/D/Ni,13-18,Pinkan Island Cave,Pinkan Island Cave,,40,False,3,False,,2
2387,Pinkan Island Cave,Rhyhorn,111,34,36,,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,34-36,Pinkan Island Cave,Pinkan Island Cave,,40,False,3,False,,3
2388,Pinkan Island Cave,Sandile,551,40,45,Black Glasses,,Rare,Land,sprites/sandile.png,M/D/Ni,40-45,Pinkan Island Cave,Pinkan Island Cave,,40,True,5,False,,2
2389,Pinkan Island Cave,Vulpix,37,40,45,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,40-45,Pinkan Island Cave,Pinkan Island Cave,,40,True,5,False,,3
2390,Pinkan Island Forest,Foongus,590,40,45,Tiny Mushroom,,Rare,Land,sprites/foongus.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,2
2391,Pinkan Island Forest,Minun,312,40,45,Ganlon Berry,,Uncommon,Land,sprites/minun.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,3
2392,Pinkan Island Forest,Pichu,172,40,45,Oran Berry,,Rare,Land,sprites/pichu.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,2
2393,Pinkan Island Forest,Pidgey,16,40,45,,,Common,Land,sprites/pidgey.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,3
2394,Pinkan Island Forest,Plusle,311,40,45,,,Uncommon,Land,sprites/plusle.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,3
2395,Pinkan Island Forest,Rattata,19,25,30,,,Common,Land,sprites/rattata.png,M/D/Ni,25-30,Pinkan Island Forest,Pinkan Island Forest,,40,False,1,False,,3
2396,Pinkan Island Forest,Shroomish,285,40,45,Kebia Berry,,Uncommon,Land,sprites/shroomish.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,3
2397,Pinkan Island Forest,Tangela,114,40,45,,,Common,Land,sprites/tangela.png,M/D/Ni,40-45,Pinkan Island Forest,Pinkan Island Forest,,40,True,7,False,,3
2398,Pinkan Island Meadow,Bellsprout,69,40,45,,,Common,Land,sprites/bellsprout.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,3
2399,Pinkan Island Meadow,Chikorita,152,40,45,,,Rare,Land,sprites/chikorita.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,2
2400,Pinkan Island Meadow,Electrike,309,33,38,,,Uncommon,Land,sprites/electrike.png,M/D/Ni,33-38,Pinkan Island Meadow,Pinkan Island Meadow,,40,False,1,False,,3
2401,Pinkan Island Meadow,Girafarig,203,40,45,Persim Berry,,Common,Land,sprites/girafarig.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,3
2402,Pinkan Island Meadow,Paras,46,40,45,,,Common,Land,sprites/paras.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,3
2403,Pinkan Island Meadow,Petilil,548,40,45,,,Rare,Land,sprites/petilil.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,2
2404,Pinkan Island Meadow,Tropius,357,40,45,Nanab Berry,,Uncommon,Land,sprites/tropius.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,3
2405,Pinkan Island Meadow,Vulpix,37,40,45,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,40-45,Pinkan Island Meadow,Pinkan Island Meadow,,40,True,7,False,,3
2406,Pinkan Island Meadow Tunnel,Cubone,104,25,30,Thick Club,,Uncommon,Land,sprites/cubone.png,M/D/Ni,25-30,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,3
2407,Pinkan Island Meadow Tunnel,Diglett,50,40,45,Soft Sand,,Common,Land,sprites/diglett.png,M/D/Ni,40-45,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,3
2408,Pinkan Island Meadow Tunnel,Marowak,105,27,32,Thick Club,,Uncommon,Land,sprites/marowak.png,M/D/Ni,27-32,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,3
2409,Pinkan Island Meadow Tunnel,Onix,95,43,45,Ganlon Berry,,Common,Land,sprites/onix.png,M/D/Ni,43-45,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,True,1,False,,3
2410,Pinkan Island Meadow Tunnel,Parasect,47,40,45,,,Common,Land,sprites/parasect.png,M/D/Ni,40-45,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,3
2411,Pinkan Island Meadow Tunnel,Rhyhorn,111,31,36,,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,31-36,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,3
2412,Pinkan Island Meadow Tunnel,Trapinch,328,40,45,Soft Sand,,Rare,Land,sprites/trapinch.png,M/D/Ni,40-45,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,2
2413,Pinkan Island Meadow Tunnel,Vibrava,329,40,45,Yache Berry,,Rare,Land,sprites/vibrava.png,M/D/Ni,40-45,Pinkan Island Meadow Tunnel,Pinkan Island Meadow Tunnel,,43,False,7,False,,2
2414,Pinkan Island Mountains,Cubone,104,25,30,Thick Club,,Uncommon,Land,sprites/cubone.png,M/D/Ni,25-30,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,3
2415,Pinkan Island Mountains,Cyndaquil,155,40,45,,,Rare,Land,sprites/cyndaquil.png,M/D/Ni,40-45,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,2
2416,Pinkan Island Mountains,Larvitar,246,23,27,Smooth Rock,,Rare,Land,sprites/larvitar.png,M/D/Ni,23-27,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,2
2417,Pinkan Island Mountains,Nidorina,30,40,45,,,Common,Land,sprites/nidorina.png,M/D/Ni,40-45,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,3
2418,Pinkan Island Mountains,Nidorino,33,40,45,,,Common,Land,sprites/nidorino.png,M/D/Ni,40-45,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,3
2419,Pinkan Island Mountains,Ninetales,38,40,45,Rawst Berry,,Uncommon,Land,sprites/ninetales.png,M/D/Ni,40-45,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,3
2420,Pinkan Island Mountains,Onix,95,43,45,Ganlon Berry,,Common,Land,sprites/onix.png,M/D/Ni,43-45,Pinkan Island Mountains,Pinkan Island Mountains,,43,True,1,False,,3
2421,Pinkan Island Mountains,Rhyhorn,111,31,36,,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,31-36,Pinkan Island Mountains,Pinkan Island Mountains,,43,False,7,False,,3
2422,Pinkan Island Path,Azurill,298,40,45,,,Rare,Land,sprites/azurill.png,M/D/Ni,40-45,Pinkan Island Path,Pinkan Island Path,,40,True,4,False,,2
2423,Pinkan Island Path,Mankey,56,27,32,,,Common,Land,sprites/mankey.png,M/D/Ni,27-32,Pinkan Island Path,Pinkan Island Path,,40,False,4,False,,3
2424,Pinkan Island Path,Marill,183,31,36,,,Uncommon,Land,sprites/marill.png,M/D/Ni,31-36,Pinkan Island Path,Pinkan Island Path,,40,False,4,False,,3
2425,Pinkan Island Path,Pidgeotto,17,40,45,,,Common,Land,sprites/pidgeotto.png,M/D/Ni,40-45,Pinkan Island Path,Pinkan Island Path,,40,True,4,False,,3
2426,Pinkan Island Path,Sewaddle,540,40,45,,,Rare,Land,sprites/sewaddle.png,M/D/Ni,40-45,Pinkan Island Path,Pinkan Island Path,,40,True,4,False,,2
2427,Pinkan Island Path,Tauros,128,29,34,,,Uncommon,Land,sprites/tauros.png,M/D/Ni,29-34,Pinkan Island Path,Pinkan Island Path,,40,False,4,False,,3
2428,Pinkan Island Path,Vulpix,37,40,45,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,40-45,Pinkan Island Path,Pinkan Island Path,,40,True,4,False,,3
2429,Pinkan Island Path,Zigzagoon,263,25,30,Oran Berry,,Common,Land,sprites/zigzagoon.png,M/D/Ni,25-30,Pinkan Island Path,Pinkan Island Path,,40,False,4,False,,3
2430,Pinkan Island Peaks,Alakazam,65,40,45,TwistedSpoon,,Uncommon,Land,sprites/alakazam.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,3
2431,Pinkan Island Peaks,Donphan,232,40,45,Passho Berry,,Uncommon,Land,sprites/donphan.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,3
2432,Pinkan Island Peaks,Girafarig,203,40,45,Persim Berry,,Common,Land,sprites/girafarig.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,3
2433,Pinkan Island Peaks,Natu,177,40,45,,,Common,Land,sprites/natu.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,3
2434,Pinkan Island Peaks,Phanpy,231,20,27,Passho Berry,,Uncommon,Land,sprites/phanpy.png,M/D/Ni,20-27,Pinkan Island Peaks,Pinkan Island Peaks,,40,False,1,False,,3
2435,Pinkan Island Peaks,Ralts,280,40,45,Dawn Stone,,Rare,Land,sprites/ralts.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,2
2436,Pinkan Island Peaks,Solosis,577,40,45,Persim Berry,,Rare,Land,sprites/solosis.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,2
2437,Pinkan Island Peaks,Xatu,178,40,45,,,Common,Land,sprites/xatu.png,M/D/Ni,40-45,Pinkan Island Peaks,Pinkan Island Peaks,,40,True,7,False,,3
2438,Pinkan Island Vale,Cubone,104,25,30,Thick Club,,Uncommon,Land,sprites/cubone.png,M/D/Ni,25-30,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,3
2439,Pinkan Island Vale,Hawlucha,701,38,43,King's Rock,,Rare,Land,sprites/hawlucha.png,M/D/Ni,38-43,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,2
2440,Pinkan Island Vale,Mawile,303,40,45,Iron Ball,,Rare,Land,sprites/mawile.png,M/D/Ni,40-45,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,2
2441,Pinkan Island Vale,Nidoran F,29,40,45,,,Common,Land,sprites/nidoran-f.png,M/D/Ni,40-45,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,3
2442,Pinkan Island Vale,Nidoran M,32,40,45,,,Common,Land,sprites/nidoran-m.png,M/D/Ni,40-45,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,3
2443,Pinkan Island Vale,Onix,95,43,45,Ganlon Berry,,Common,Land,sprites/onix.png,M/D/Ni,43-45,Pinkan Island Vale,Pinkan Island Vale,,43,True,1,False,,3
2444,Pinkan Island Vale,Tauros,128,29,34,,,Uncommon,Land,sprites/tauros.png,M/D/Ni,29-34,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,3
2445,Pinkan Island Vale,Vulpix,37,40,45,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,40-45,Pinkan Island Vale,Pinkan Island Vale,,43,False,7,False,,3
2446,Pinkan Island Woodlands,Abra,63,40,45,TwistedSpoon,,Uncommon,Land,sprites/abra.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,3
2447,Pinkan Island Woodlands,Electabuzz,125,40,45,Electirizer,,Rare,Land,sprites/electabuzz.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,2
2448,Pinkan Island Woodlands,Elekid,239,40,45,Electirizer,,Rare,Land,sprites/elekid.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,2
2449,Pinkan Island Woodlands,Exeggcute,102,40,45,,,Common,Land,sprites/exeggcute.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,3
2450,Pinkan Island Woodlands,Gastly,92,34,39,,,Common,Land,sprites/gastly.png,M/D/Ni,34-39,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,False,1,False,,3
2451,Pinkan Island Woodlands,Pikachu,25,40,45,Light Ball,,Uncommon,Land,sprites/pikachu.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,3
2452,Pinkan Island Woodlands,Tropius,357,40,45,Nanab Berry,,Uncommon,Land,sprites/tropius.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,3
2453,Pinkan Island Woodlands,Venonat,48,40,45,,,Common,Land,sprites/venonat.png,M/D/Ni,40-45,Pinkan Island Woodlands,Pinkan Island Woodlands,,40,True,7,False,,3
2454,Pinkan Island Woodlands Clearing,Doduo,84,34,39,Sharp Beak,,Common,Land,sprites/doduo.png,M/D/Ni,34-39,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,False,4,False,,3
2455,Pinkan Island Woodlands Clearing,Electrike,309,33,38,,,Uncommon,Land,sprites/electrike.png,M/D/Ni,33-38,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,False,4,False,,3
2456,Pinkan Island Woodlands Clearing,Kadabra,64,40,45,TwistedSpoon,,Uncommon,Land,sprites/kadabra.png,M/D/Ni,40-45,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,True,4,False,,3
2457,Pinkan Island Woodlands Clearing,Natu,177,40,45,,,Common,Land,sprites/natu.png,M/D/Ni,40-45,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,True,4,False,,3
2458,Pinkan Island Woodlands Clearing,Pancham,674,40,45,,,Rare,Land,sprites/pancham.png,M/D/Ni,40-45,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,True,4,False,,2
2459,Pinkan Island Woodlands Clearing,Rhyhorn,111,31,36,,,Uncommon,Land,sprites/rhyhorn.png,M/D/Ni,31-36,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,False,4,False,,3
2460,Pinkan Island Woodlands Clearing,Scyther,123,40,45,Metal Coat,,Rare,Land,sprites/scyther.png,M/D/Ni,40-45,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,True,4,False,,2
2461,Pinkan Island Woodlands Clearing,Sunkern,191,31,36,Coba Berry,,Common,Land,sprites/sunkern.png,M/D/Ni,31-36,Pinkan Island Woodlands Clearing,Pinkan Island Woodlands Clearing,,40,False,4,False,,3
2462,Pinkan Island Woodlands East,Caterpie,10,40,45,Pomeg Berry,,Common,Land,sprites/caterpie.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2463,Pinkan Island Woodlands East,Cottonee,546,40,45,,,Rare,Land,sprites/cottonee.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,2
2464,Pinkan Island Woodlands East,Minun,312,40,45,,,Uncommon,Land,sprites/minun.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2465,Pinkan Island Woodlands East,Nidoran F,29,40,45,,,Common,Land,sprites/nidoran-f.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2466,Pinkan Island Woodlands East,Oddish,43,40,45,,,Common,Land,sprites/oddish.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2467,Pinkan Island Woodlands East,Shroomish,285,40,45,Kebia Berry,,Uncommon,Land,sprites/shroomish.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2468,Pinkan Island Woodlands East,Smeargle,235,40,45,,,Rare,Land,sprites/smeargle.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,2
2469,Pinkan Island Woodlands East,Vulpix,37,40,45,Rawst Berry,,Uncommon,Land,sprites/vulpix.png,M/D/Ni,40-45,Pinkan Island Woodlands East,Pinkan Island Woodlands East,,40,True,8,False,,3
2470,Pinkan Island Woodlands West,Marill,183,31,36,,,Uncommon,Land,sprites/marill.png,M/D/Ni,31-36,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,False,1,False,,3
2471,Pinkan Island Woodlands West,Munchlax,446,40,45,Leftovers,,Rare,Land,sprites/munchlax.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,2
2472,Pinkan Island Woodlands West,Nidoran M,32,40,45,,,Common,Land,sprites/nidoran-m.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,3
2473,Pinkan Island Woodlands West,Oddish,43,40,45,,,Common,Land,sprites/oddish.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,3
2474,Pinkan Island Woodlands West,Plusle,311,40,45,,,Uncommon,Land,sprites/plusle.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,3
2475,Pinkan Island Woodlands West,Tropius,357,40,45,Nanab Berry,,Uncommon,Land,sprites/tropius.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,3
2476,Pinkan Island Woodlands West,Weedle,13,40,45,Kelpsy Berry,,Common,Land,sprites/weedle.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,3
2477,Pinkan Island Woodlands West,Zangoose,335,40,45,Quick Claw,,Rare,Land,sprites/zangoose.png,M/D/Ni,40-45,Pinkan Island Woodlands West,Pinkan Island Woodlands West,,40,True,7,False,,2
2478,Pitch Black Cave,Dugtrio,51,30,32,Soft Sand,,Common,Land,sprites/dugtrio.png,M/D/Ni,30-32,Pitch Black Cave,Pitch Black Cave,,30,True,7,False,,3
